loggingTime(txt),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationCourse(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),batteryState,batteryLevel
2020-05-20 00:52:39.427 -0400,1589950358.999725,41.3519752859226,-71.8449205426692,17.86416,0.4526344,-1,3.355241788053201,4.750462038211693,-9999,16074.634687375,0.10760498046875,-0.2463531494140625,-0.969940185546875,1,0.62
2020-05-20 00:52:39.467 -0400,1589950358.999725,41.3519752859226,-71.8449205426692,17.86416,0.4526344,-1,3.355241788053201,4.750462038211693,-9999,16074.68458325,0.090423583984375,-0.2747650146484375,-0.930084228515625,1,0.62
2020-05-20 00:52:39.517 -0400,1589950358.999725,41.3519752859226,-71.8449205426692,17.86416,0.4526344,-1,3.355241788053201,4.750462038211693,-9999,16074.73447625,0.0835723876953125,-0.281585693359375,-0.9505462646484375,1,0.62
2020-05-20 00:52:39.566 -0400,1589950358.999725,41.3519752859226,-71.8449205426692,17.86416,0.4526344,-1,3.355241788053201,4.750462038211693,-9999,16074.78436925,0.08746337890625,-0.2656402587890625,-0.9645233154296875,1,0.62
2020-05-20 00:52:39.616 -0400,1589950358.999725,41.3519752859226,-71.8449205426692,17.86416,0.4526344,-1,3.355241788053201,4.750462038211693,-9999,16074.83426025,0.0930938720703125,-0.281097412109375,-0.9593658447265625,1,0.62
2020-05-20 00:52:39.666 -0400,1589950358.999725,41.3519752859226,-71.8449205426692,17.86416,0.4526344,-1,3.355241788053201,4.750462038211693,-9999,16074.88415025,0.08929443359375,-0.27789306640625,-0.951812744140625,1,0.62
2020-05-20 00:52:39.716 -0400,1589950358.999725,41.3519752859226,-71.8449205426692,17.86416,0.4526344,-1,3.355241788053201,4.750462038211693,-9999,16074.93404525,0.078125,-0.287261962890625,-0.9264984130859375,1,0.62
2020-05-20 00:52:39.766 -0400,1589950358.999725,41.3519752859226,-71.8449205426692,17.86416,0.4526344,-1,3.355241788053201,4.750462038211693,-9999,16074.98393825,0.0784912109375,-0.3058624267578125,-0.9113311767578125,1,0.62
2020-05-20 00:52:39.816 -0400,1589950358.999725,41.3519752859226,-71.8449205426692,17.86416,0.4526344,-1,3.355241788053201,4.750462038211693,-9999,16075.03383125,0.1145477294921875,-0.238067626953125,-0.991912841796875,1,0.62
2020-05-20 00:52:39.866 -0400,1589950358.999725,41.3519752859226,-71.8449205426692,17.86416,0.4526344,-1,3.355241788053201,4.750462038211693,-9999,16075.08372625,0.108428955078125,-0.2225799560546875,-0.929443359375,1,0.62
2020-05-20 00:52:39.916 -0400,1589950358.999725,41.3519752859226,-71.8449205426692,17.86416,0.4526344,-1,3.355241788053201,4.750462038211693,-9999,16075.13362225,0.13311767578125,-0.183013916015625,-1.012741088867188,1,0.62
2020-05-20 00:52:39.966 -0400,1589950358.999725,41.3519752859226,-71.8449205426692,17.86416,0.4526344,-1,3.355241788053201,4.750462038211693,-9999,16075.18351525,0.1397552490234375,-0.0388946533203125,-1.025497436523438,1,0.62
2020-05-20 00:52:40.016 -0400,1589950358.999725,41.3519752859226,-71.8449205426692,17.86416,0.4526344,-1,3.355241788053201,4.750462038211693,-9999,16075.23340825,0.1300048828125,-0.058868408203125,-0.9780426025390625,1,0.62
2020-05-20 00:52:40.065 -0400,1589950358.999725,41.3519752859226,-71.8449205426692,17.86416,0.4526344,-1,3.355241788053201,4.750462038211693,-9999,16075.28330225,0.1295166015625,0.0363922119140625,-0.9705657958984375,1,0.62
2020-05-20 00:52:40.115 -0400,1589950358.999725,41.3519752859226,-71.8449205426692,17.86416,0.4526344,-1,3.355241788053201,4.750462038211693,-9999,16075.33319825,0.1470489501953125,-0.0078125,-1.055007934570312,1,0.62
2020-05-20 00:52:40.165 -0400,1589950358.999725,41.3519752859226,-71.8449205426692,17.86416,0.4526344,-1,3.355241788053201,4.750462038211693,-9999,16075.38309425,0.1474151611328125,-0.0885162353515625,-0.930938720703125,1,0.62
2020-05-20 00:52:40.215 -0400,1589950358.999725,41.3519752859226,-71.8449205426692,17.86416,0.4526344,-1,3.355241788053201,4.750462038211693,-9999,16075.43298825,0.15869140625,-0.156829833984375,-1.00238037109375,1,0.62
2020-05-20 00:52:40.265 -0400,1589950358.999725,41.3519752859226,-71.8449205426692,17.86416,0.4526344,-1,3.355241788053201,4.750462038211693,-9999,16075.48288025,0.16436767578125,-0.0757598876953125,-0.972412109375,1,0.62
2020-05-20 00:52:40.315 -0400,1589950358.999725,41.3519752859226,-71.8449205426692,17.86416,0.4526344,-1,3.355241788053201,4.750462038211693,-9999,16075.53277325,0.1389312744140625,0.2075042724609375,-0.962921142578125,1,0.62
2020-05-20 00:52:40.365 -0400,1589950359.99976,41.35197413453285,-71.84492519303009,18.49165,0,-1,3.338672441746985,4.762121728757893,-9999,16075.58266425,0.14984130859375,0.21923828125,-0.982879638671875,1,0.62
2020-05-20 00:52:40.415 -0400,1589950359.99976,41.35197413453285,-71.84492519303009,18.49165,0,-1,3.338672441746985,4.762121728757893,-9999,16075.63255625,0.151336669921875,0.458282470703125,-0.90557861328125,1,0.62
2020-05-20 00:52:40.465 -0400,1589950359.99976,41.35197413453285,-71.84492519303009,18.49165,0,-1,3.338672441746985,4.762121728757893,-9999,16075.682447625,0.1347503662109375,0.4071197509765625,-0.906280517578125,1,0.62
2020-05-20 00:52:40.515 -0400,1589950359.99976,41.35197413453285,-71.84492519303009,18.49165,0,-1,3.338672441746985,4.762121728757893,-9999,16075.732340625,0.1390228271484375,0.424224853515625,-0.9119415283203125,1,0.62
2020-05-20 00:52:40.565 -0400,1589950359.99976,41.35197413453285,-71.84492519303009,18.49165,0,-1,3.338672441746985,4.762121728757893,-9999,16075.782233625,0.1356353759765625,0.248870849609375,-0.920440673828125,1,0.62
2020-05-20 00:52:40.615 -0400,1589950359.99976,41.35197413453285,-71.84492519303009,18.49165,0,-1,3.338672441746985,4.762121728757893,-9999,16075.832127625,0.1623382568359375,0.353302001953125,-0.9706268310546875,1,0.62
2020-05-20 00:52:40.665 -0400,1589950359.99976,41.35197413453285,-71.84492519303009,18.49165,0,-1,3.338672441746985,4.762121728757893,-9999,16075.882020625,0.1328887939453125,0.3577880859375,-0.9224853515625,1,0.62
2020-05-20 00:52:40.715 -0400,1589950359.99976,41.35197413453285,-71.84492519303009,18.49165,0,-1,3.338672441746985,4.762121728757893,-9999,16075.931914625,0.121429443359375,0.3445892333984375,-0.9222412109375,1,0.62
2020-05-20 00:52:40.764 -0400,1589950359.99976,41.35197413453285,-71.84492519303009,18.49165,0,-1,3.338672441746985,4.762121728757893,-9999,16075.981808625,0.1306610107421875,0.332305908203125,-0.93756103515625,1,0.62
2020-05-20 00:52:40.814 -0400,1589950359.99976,41.35197413453285,-71.84492519303009,18.49165,0,-1,3.338672441746985,4.762121728757893,-9999,16076.031702625,0.1413726806640625,0.3267822265625,-0.938018798828125,1,0.62
2020-05-20 00:52:40.864 -0400,1589950359.99976,41.35197413453285,-71.84492519303009,18.49165,0,-1,3.338672441746985,4.762121728757893,-9999,16076.081598625,0.1379852294921875,0.323211669921875,-0.937255859375,1,0.62
2020-05-20 00:52:40.914 -0400,1589950359.99976,41.35197413453285,-71.84492519303009,18.49165,0,-1,3.338672441746985,4.762121728757893,-9999,16076.131494625,0.1342010498046875,0.3295745849609375,-0.9439544677734375,1,0.62
2020-05-20 00:52:40.964 -0400,1589950359.99976,41.35197413453285,-71.84492519303009,18.49165,0,-1,3.338672441746985,4.762121728757893,-9999,16076.181389625,0.132080078125,0.3360748291015625,-0.9348602294921875,1,0.62
2020-05-20 00:52:41.014 -0400,1589950359.99976,41.35197413453285,-71.84492519303009,18.49165,0,-1,3.338672441746985,4.762121728757893,-9999,16076.231287625,0.133026123046875,0.3295440673828125,-0.9376220703125,1,0.62
