loggingTime(txt),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),batteryState,batteryLevel
2020-05-17 18:51:28.671 -0400,34014.13346300001,0.139984130859375,-0.0859222412109375,-0.990966796875,1,0.51
2020-05-17 18:51:28.690 -0400,34014.173377,0.071807861328125,-0.087860107421875,-0.93035888671875,1,0.51
2020-05-17 18:51:28.730 -0400,34014.213295,0.0550689697265625,-0.0576171875,-0.9406890869140625,1,0.51
2020-05-17 18:51:28.779 -0400,34014.25321,0.059051513671875,-0.059539794921875,-0.9102325439453125,1,0.51
2020-05-17 18:51:28.810 -0400,34014.293124,0.0326080322265625,-0.0135040283203125,-0.91607666015625,1,0.51
2020-05-17 18:51:28.850 -0400,34014.333039,0.0277252197265625,-0.042083740234375,-0.9128265380859375,1,0.51
2020-05-17 18:51:28.890 -0400,34014.372954,0.04534912109375,-0.1246490478515625,-0.8281097412109375,1,0.51
2020-05-17 18:51:28.930 -0400,34014.412869,0.09539794921875,-0.17034912109375,-0.7239837646484375,1,0.51
2020-05-17 18:51:28.970 -0400,34014.452787,0.048431396484375,0.1428680419921875,-0.74200439453125,1,0.51
2020-05-17 18:51:29.010 -0400,34014.492703,0.15655517578125,-0.01580810546875,-0.898651123046875,1,0.51
2020-05-17 18:51:29.049 -0400,34014.532618,0.31097412109375,-0.03558349609375,-0.8908233642578125,1,0.51
2020-05-17 18:51:29.089 -0400,34014.57253200001,0.4428863525390625,0.0021820068359375,-0.7861785888671875,1,0.51
2020-05-17 18:51:29.129 -0400,34014.612446,0.543609619140625,-0.070709228515625,-0.6668701171875,1,0.51
2020-05-17 18:51:29.169 -0400,34014.65236,0.67755126953125,-0.0787506103515625,-0.4579620361328125,1,0.51
2020-05-17 18:51:29.209 -0400,34014.692275,0.8566436767578125,0.09796142578125,-0.273345947265625,1,0.51
2020-05-17 18:51:29.249 -0400,34014.732189,1.068862915039062,0.3328857421875,-0.10784912109375,1,0.51
2020-05-17 18:51:29.294 -0400,34014.772103,1.267501831054688,0.6805877685546875,-0.1407470703125,1,0.51
2020-05-17 18:51:29.329 -0400,34014.81201729167,1.34515380859375,0.8265838623046875,-0.2216033935546875,1,0.51
2020-05-17 18:51:29.369 -0400,34014.85193029167,1.291427612304688,0.936553955078125,-0.264678955078125,1,0.51
2020-05-17 18:51:29.409 -0400,34014.89184529167,1.199691772460938,0.82177734375,-0.2652740478515625,1,0.51
2020-05-17 18:51:29.449 -0400,34014.93176029167,1.206771850585938,0.699493408203125,-0.326141357421875,1,0.51
2020-05-17 18:51:29.489 -0400,34014.97167729167,1.146804809570312,0.618560791015625,-0.261810302734375,1,0.51
2020-05-17 18:51:29.528 -0400,34015.01159229167,1.043914794921875,0.564239501953125,-0.2863616943359375,1,0.51
2020-05-17 18:51:29.568 -0400,34015.05150629167,0.9580535888671875,0.5321197509765625,-0.2320556640625,1,0.51
2020-05-17 18:51:29.608 -0400,34015.09141929167,0.8745574951171875,0.4918670654296875,-0.1677398681640625,1,0.51
2020-05-17 18:51:29.648 -0400,34015.13133329167,0.754974365234375,0.489898681640625,-0.186798095703125,1,0.51
2020-05-17 18:51:29.688 -0400,34015.17124829167,0.542572021484375,0.4311370849609375,-0.1448974609375,1,0.51
2020-05-17 18:51:29.739 -0400,34015.21116429167,0.405853271484375,0.4344940185546875,-0.1389923095703125,1,0.51
2020-05-17 18:51:29.768 -0400,34015.25107729167,0.4448089599609375,0.4398193359375,-0.15960693359375,1,0.51
2020-05-17 18:51:29.808 -0400,34015.29099029167,0.55584716796875,0.4135894775390625,-0.16961669921875,1,0.51
2020-05-17 18:51:29.856 -0400,34015.33090429167,0.7781829833984375,0.3607635498046875,-0.1916656494140625,1,0.51
2020-05-17 18:51:29.888 -0400,34015.37081929167,0.899688720703125,0.2962493896484375,-0.1727142333984375,1,0.51
2020-05-17 18:51:29.928 -0400,34015.41073229167,1.102828979492188,0.2714691162109375,-0.1241912841796875,1,0.51
2020-05-17 18:51:29.968 -0400,34015.45064329167,1.472671508789062,0.48797607421875,-0.16741943359375,1,0.51
2020-05-17 18:51:30.007 -0400,34015.49055429167,1.6746826171875,0.956390380859375,-0.604522705078125,1,0.51
2020-05-17 18:51:30.047 -0400,34015.53046529167,1.223724365234375,0.87506103515625,-0.7677154541015625,1,0.51
2020-05-17 18:51:30.087 -0400,34015.57037529167,0.8101806640625,0.3425140380859375,-0.5669097900390625,1,0.51
2020-05-17 18:51:30.127 -0400,34015.61028929167,0.5236968994140625,0.2617340087890625,-0.60809326171875,1,0.51
2020-05-17 18:51:30.167 -0400,34015.65020229167,0.27349853515625,0.240753173828125,-0.48748779296875,1,0.51
2020-05-17 18:51:30.207 -0400,34015.69011529167,0.18212890625,0.3419036865234375,-0.4294891357421875,1,0.51
2020-05-17 18:51:30.247 -0400,34015.73003129167,0.2682647705078125,0.4508514404296875,-0.267364501953125,1,0.51
2020-05-17 18:51:30.287 -0400,34015.76994729167,0.47705078125,0.5183868408203125,-0.2755126953125,1,0.51
2020-05-17 18:51:30.327 -0400,34015.80986375,0.709136962890625,0.4210357666015625,-0.2466888427734375,1,0.51
2020-05-17 18:51:30.367 -0400,34015.84977775,0.7858734130859375,0.290313720703125,-0.163299560546875,1,0.51
2020-05-17 18:51:30.407 -0400,34015.88969475,0.96600341796875,0.239593505859375,-0.1544189453125,1,0.51
2020-05-17 18:51:30.446 -0400,34015.92961575,1.316558837890625,0.3084716796875,-0.1361083984375,1,0.51
2020-05-17 18:51:30.486 -0400,34015.96953575,1.798049926757812,0.439483642578125,-0.1193695068359375,1,0.51
2020-05-17 18:51:30.526 -0400,34016.00945575001,1.841232299804688,0.6241302490234375,-0.271697998046875,1,0.51
2020-05-17 18:51:30.566 -0400,34016.04937275,1.237228393554688,0.505157470703125,-0.2172393798828125,1,0.51
2020-05-17 18:51:30.606 -0400,34016.08929075,0.989013671875,0.4308013916015625,-0.202117919921875,1,0.51
2020-05-17 18:51:30.646 -0400,34016.12920475,0.7035980224609375,0.5524139404296875,-0.270294189453125,1,0.51
2020-05-17 18:51:30.686 -0400,34016.16912075,0.508636474609375,0.4886322021484375,-0.2830810546875,1,0.51
2020-05-17 18:51:30.726 -0400,34016.20903675,0.445343017578125,0.3578338623046875,-0.280975341796875,1,0.51
2020-05-17 18:51:30.766 -0400,34016.24895375,0.484130859375,0.2675323486328125,-0.246429443359375,1,0.51
2020-05-17 18:51:30.806 -0400,34016.28887075,0.543975830078125,0.173736572265625,-0.2105560302734375,1,0.51
2020-05-17 18:51:30.846 -0400,34016.32878775,0.6131591796875,0.2560577392578125,-0.2398681640625,1,0.51
2020-05-17 18:51:30.885 -0400,34016.36870475,0.6485595703125,0.39361572265625,-0.2920684814453125,1,0.51
2020-05-17 18:51:30.925 -0400,34016.40862075,0.7829742431640625,0.4637298583984375,-0.255889892578125,1,0.51
2020-05-17 18:51:30.965 -0400,34016.44853875,1.317047119140625,0.5121307373046875,-0.1883697509765625,1,0.51
2020-05-17 18:51:31.005 -0400,34016.48845575,2.272171020507812,0.7008056640625,-0.244384765625,1,0.51
2020-05-17 18:51:31.045 -0400,34016.52837475,1.7623291015625,0.8912506103515625,-0.67279052734375,1,0.51
2020-05-17 18:51:31.085 -0400,34016.56829175,0.895416259765625,0.5266571044921875,-0.8543701171875,1,0.51
2020-05-17 18:51:31.125 -0400,34016.60821075,0.7156982421875,0.288848876953125,-0.5052490234375,1,0.51
2020-05-17 18:51:31.165 -0400,34016.64812775,0.5623016357421875,0.3842926025390625,-0.2740478515625,1,0.51
2020-05-17 18:51:31.205 -0400,34016.68804775,0.485595703125,0.4927825927734375,-0.1167144775390625,1,0.51
2020-05-17 18:51:31.245 -0400,34016.72796575,0.28460693359375,-0.4370880126953125,-0.181549072265625,1,0.51
2020-05-17 18:51:31.285 -0400,34016.76788475,0.3967132568359375,-0.0672760009765625,-0.2610931396484375,1,0.51
2020-05-17 18:51:31.325 -0400,34016.80780429167,0.552520751953125,-0.0157470703125,-0.2293243408203125,1,0.51
2020-05-17 18:51:31.365 -0400,34016.84772229167,0.9586639404296875,0.37457275390625,-0.290679931640625,1,0.51
2020-05-17 18:51:31.404 -0400,34016.88763929167,0.911346435546875,0.4915008544921875,-0.1715240478515625,1,0.51
2020-05-17 18:51:31.444 -0400,34016.92755529167,1.113937377929688,0.4051361083984375,-0.132049560546875,1,0.51
2020-05-17 18:51:31.484 -0400,34016.96747429167,1.6483154296875,0.2818603515625,-0.0034332275390625,1,0.51
2020-05-17 18:51:31.524 -0400,34017.00739129167,1.993057250976562,0.4770660400390625,-0.062744140625,1,0.51
2020-05-17 18:51:31.564 -0400,34017.04730929167,1.322769165039062,0.5240631103515625,-0.2446136474609375,1,0.51
2020-05-17 18:51:31.604 -0400,34017.08722629167,0.9918975830078125,0.4366912841796875,-0.208038330078125,1,0.51
2020-05-17 18:51:31.644 -0400,34017.12714129167,0.81378173828125,0.4856719970703125,-0.174530029296875,1,0.51
2020-05-17 18:51:31.684 -0400,34017.16705929167,0.5843353271484375,0.529266357421875,-0.1970367431640625,1,0.51
2020-05-17 18:51:31.724 -0400,34017.20697629167,0.4484100341796875,0.4327545166015625,-0.218109130859375,1,0.51
2020-05-17 18:51:31.764 -0400,34017.24689629167,0.410919189453125,0.3546142578125,-0.2269744873046875,1,0.51
2020-05-17 18:51:31.804 -0400,34017.28681329167,0.4468536376953125,0.277069091796875,-0.202178955078125,1,0.51
2020-05-17 18:51:31.843 -0400,34017.32673029167,0.5419464111328125,0.2176971435546875,-0.209716796875,1,0.51
2020-05-17 18:51:31.883 -0400,34017.36664629167,0.6317138671875,0.2598724365234375,-0.26123046875,1,0.51
2020-05-17 18:51:31.923 -0400,34017.40656229167,1.034530639648438,0.3271026611328125,-0.2029876708984375,1,0.51
2020-05-17 18:51:31.963 -0400,34017.44648129167,1.742645263671875,0.46807861328125,-0.143768310546875,1,0.51
2020-05-17 18:51:32.003 -0400,34017.48640029167,1.964370727539062,0.8491058349609375,-0.560516357421875,1,0.51
2020-05-17 18:51:32.043 -0400,34017.52631629167,1.21466064453125,0.825836181640625,-0.8762664794921875,1,0.51
2020-05-17 18:51:32.083 -0400,34017.56623129167,0.917724609375,0.3878021240234375,-0.5437774658203125,1,0.51
2020-05-17 18:51:32.123 -0400,34017.60614529167,0.7767333984375,0.348419189453125,-0.1830596923828125,1,0.51
2020-05-17 18:51:32.163 -0400,34017.64606029167,0.5764007568359375,0.10687255859375,-0.1749420166015625,1,0.51
2020-05-17 18:51:32.203 -0400,34017.68597629167,0.411773681640625,0.0855255126953125,-0.375335693359375,1,0.51
2020-05-17 18:51:32.243 -0400,34017.72589129167,0.3478240966796875,-0.0164642333984375,-0.3091583251953125,1,0.51
2020-05-17 18:51:32.283 -0400,34017.76580529167,0.4650421142578125,0.31195068359375,-0.324951171875,1,0.51
2020-05-17 18:51:32.323 -0400,34017.80572066667,0.7157135009765625,0.3824310302734375,-0.235382080078125,1,0.51
