loggingTime(txt),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),batteryState,batteryLevel
2020-05-17 18:52:16.195 -0400,34061.66621412501,-0.1631927490234375,0.18988037109375,-0.938751220703125,1,0.51
2020-05-17 18:52:16.223 -0400,34061.706128125,-0.1795654296875,0.204254150390625,-0.9108428955078125,1,0.51
2020-05-17 18:52:16.263 -0400,34061.746041125,-0.199066162109375,0.1797637939453125,-0.9066314697265625,1,0.51
2020-05-17 18:52:16.303 -0400,34061.785954125,-0.14990234375,0.18890380859375,-0.9005584716796875,1,0.51
2020-05-17 18:52:16.345 -0400,34061.825866125,-0.1035003662109375,0.1429901123046875,-0.884246826171875,1,0.51
2020-05-17 18:52:16.383 -0400,34061.8657715,-0.0471954345703125,0.080902099609375,-0.8711090087890625,1,0.51
2020-05-17 18:52:16.423 -0400,34061.9056765,0.028717041015625,0.1194610595703125,-0.9898529052734375,1,0.51
2020-05-17 18:52:16.463 -0400,34061.9455845,0.1093902587890625,0.0123748779296875,-0.9349212646484375,1,0.51
2020-05-17 18:52:16.502 -0400,34061.9854925,0.139678955078125,0.0277252197265625,-1.017486572265625,1,0.51
2020-05-17 18:52:16.542 -0400,34062.0254005,0.0980377197265625,0.040008544921875,-1.020965576171875,1,0.51
2020-05-17 18:52:16.582 -0400,34062.0653105,0.0986480712890625,-0.030914306640625,-0.9765777587890625,1,0.51
2020-05-17 18:52:16.622 -0400,34062.1052225,0.155181884765625,-0.0478057861328125,-0.898712158203125,1,0.51
2020-05-17 18:52:16.662 -0400,34062.1451315,0.2357177734375,-0.0868377685546875,-0.7739105224609375,1,0.51
2020-05-17 18:52:16.702 -0400,34062.1850395,0.373443603515625,-0.147674560546875,-0.593353271484375,1,0.51
2020-05-17 18:52:16.742 -0400,34062.22494550001,0.7620697021484375,0.0862579345703125,-0.5563812255859375,1,0.51
2020-05-17 18:52:16.782 -0400,34062.2648575,0.9732818603515625,0.1437225341796875,-0.4783172607421875,1,0.51
2020-05-17 18:52:16.822 -0400,34062.30476850001,1.356796264648438,0.315673828125,-0.4051361083984375,1,0.51
2020-05-17 18:52:16.862 -0400,34062.3446805,1.6968994140625,0.60455322265625,-0.5154876708984375,1,0.51
2020-05-17 18:52:16.901 -0400,34062.38459150001,1.558807373046875,0.6454925537109375,-0.4643707275390625,1,0.51
