loggingTime(txt),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationCourse(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),batteryState,batteryLevel
2020-05-19 15:04:29.385 -0400,1589915068.859852,41.37495542736311,-71.83004358412974,-1.401134,-1,-1,15.3377799987793,1146.078749560566,-9999,6958.336543791667,0.1803131103515625,0.030242919921875,-1.228485107421875,1,0.92
2020-05-19 15:04:29.420 -0400,1589915068.859852,41.37495542736311,-71.83004358412974,-1.401134,-1,-1,15.3377799987793,1146.078749560566,-9999,6958.386530416667,0.4032440185546875,0.0909271240234375,-1.289947509765625,1,0.92
2020-05-19 15:04:29.470 -0400,1589915068.859852,41.37495542736311,-71.83004358412974,-1.401134,-1,-1,15.3377799987793,1146.078749560566,-9999,6958.436517416667,0.3690643310546875,0.079376220703125,-1.099716186523438,1,0.92
2020-05-19 15:04:29.520 -0400,1589915068.859852,41.37495542736311,-71.83004358412974,-1.401134,-1,-1,15.3377799987793,1146.078749560566,-9999,6958.486505416667,0.3991546630859375,0.0513153076171875,-0.9970703125,1,0.92
2020-05-19 15:04:29.570 -0400,1589915068.859852,41.37495542736311,-71.83004358412974,-1.401134,-1,-1,15.3377799987793,1146.078749560566,-9999,6958.536492416667,0.3051910400390625,-0.068359375,-0.7116851806640625,1,0.92
2020-05-19 15:04:29.620 -0400,1589915068.859852,41.37495542736311,-71.83004358412974,-1.401134,-1,-1,15.3377799987793,1146.078749560566,-9999,6958.586480416667,0.197906494140625,-0.0535430908203125,-0.4379730224609375,1,0.92
2020-05-19 15:04:29.670 -0400,1589915068.859852,41.37495542736311,-71.83004358412974,-1.401134,-1,-1,15.3377799987793,1146.078749560566,-9999,6958.636467416667,0.206451416015625,-0.082977294921875,-0.290924072265625,1,0.92
2020-05-19 15:04:29.729 -0400,1589915068.859852,41.37495542736311,-71.83004358412974,-1.401134,-1,-1,15.3377799987793,1146.078749560566,-9999,6958.686455416667,0.32391357421875,0.1684112548828125,-0.41741943359375,1,0.92
2020-05-19 15:04:29.771 -0400,1589915068.859852,41.37495542736311,-71.83004358412974,-1.401134,-1,-1,15.3377799987793,1146.078749560566,-9999,6958.736442416667,0.384307861328125,0.237701416015625,-0.521087646484375,1,0.92
2020-05-19 15:04:29.820 -0400,1589915068.859852,41.37495542736311,-71.83004358412974,-1.401134,-1,-1,15.3377799987793,1146.078749560566,-9999,6958.786430416667,0.6616973876953125,0.556671142578125,-0.8318023681640625,1,0.92
2020-05-19 15:04:29.870 -0400,1589915068.859852,41.37495542736311,-71.83004358412974,-1.401134,-1,-1,15.3377799987793,1146.078749560566,-9999,6958.836417416667,0.899322509765625,0.866729736328125,-0.8292694091796875,1,0.92
2020-05-19 15:04:29.920 -0400,1589915068.859852,41.37495542736311,-71.83004358412974,-1.401134,-1,-1,15.3377799987793,1146.078749560566,-9999,6958.886405416667,1.088027954101562,1.148086547851562,-0.9412994384765625,1,0.92
2020-05-19 15:04:29.970 -0400,1589915068.859852,41.37495542736311,-71.83004358412974,-1.401134,-1,-1,15.3377799987793,1146.078749560566,-9999,6958.936392416667,0.9289398193359375,1.004638671875,-0.642730712890625,1,0.92
2020-05-19 15:04:30.020 -0400,1589915068.859852,41.37495542736311,-71.83004358412974,-1.401134,-1,-1,15.3377799987793,1146.078749560566,-9999,6958.986380416667,1.035812377929688,1.159149169921875,-0.5531158447265625,1,0.92
2020-05-19 15:04:30.070 -0400,1589915068.859852,41.37495542736311,-71.83004358412974,-1.401134,-1,-1,15.3377799987793,1146.078749560566,-9999,6959.036367416667,0.804901123046875,0.977294921875,-0.448760986328125,1,0.92
2020-05-19 15:04:30.121 -0400,1589915068.859852,41.37495542736311,-71.83004358412974,-1.401134,-1,-1,15.3377799987793,1146.078749560566,-9999,6959.086355416667,0.411407470703125,0.600982666015625,-0.335784912109375,1,0.92
2020-05-19 15:04:30.170 -0400,1589915068.859852,41.37495542736311,-71.83004358412974,-1.401134,-1,-1,15.3377799987793,1146.078749560566,-9999,6959.136342416668,0.37603759765625,0.605438232421875,-0.2893524169921875,1,0.92
2020-05-19 15:04:30.237 -0400,1589915068.859852,41.37495542736311,-71.83004358412974,-1.401134,-1,-1,15.3377799987793,1146.078749560566,-9999,6959.186329416667,0.4791717529296875,0.5283355712890625,-0.208831787109375,1,0.92
2020-05-19 15:04:30.270 -0400,1589915068.859852,41.37495542736311,-71.83004358412974,-1.401134,-1,-1,15.3377799987793,1146.078749560566,-9999,6959.236317416667,0.719940185546875,0.421905517578125,-0.1343536376953125,1,0.92
2020-05-19 15:04:30.320 -0400,1589915068.859852,41.37495542736311,-71.83004358412974,-1.401134,-1,-1,15.3377799987793,1146.078749560566,-9999,6959.286304416667,1.111724853515625,0.378509521484375,-0.115936279296875,1,0.92
2020-05-19 15:04:30.370 -0400,1589915068.859852,41.37495542736311,-71.83004358412974,-1.401134,-1,-1,15.3377799987793,1146.078749560566,-9999,6959.336292416667,1.023910522460938,0.3686370849609375,-0.134979248046875,1,0.92
2020-05-19 15:04:30.420 -0400,1589915068.859852,41.37495542736311,-71.83004358412974,-1.401134,-1,-1,15.3377799987793,1146.078749560566,-9999,6959.3862795,1.305313110351562,0.5027923583984375,-0.1565093994140625,1,0.92
