loggingTime(txt),loggingSample(N),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationCourse(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),batteryState,batteryLevel,label
2019-10-22 19:43:35.889 -0400,1,1571787815.015823,33.99261415887406,-81.03183503401159,71.34792,1.186738,326.6354175939622,3.198313902090508,4.857501952288175,-9999,437076.519307875,0.175506591796875,0.1256256103515625,-0.3580169677734375,1,0.81,5
2019-10-22 19:43:35.924 -0400,2,1571787815.015823,33.99261415887406,-81.03183503401159,71.34792,1.186738,326.6354175939622,3.198313902090508,4.857501952288175,-9999,437076.559289875,0.1961212158203125,-0.10546875,-0.2930908203125,1,0.81,5
2019-10-22 19:43:35.964 -0400,3,1571787815.015823,33.99261415887406,-81.03183503401159,71.34792,1.186738,326.6354175939622,3.198313902090508,4.857501952288175,-9999,437076.599271875,0.330657958984375,-0.068389892578125,-0.3297271728515625,1,0.81,5
2019-10-22 19:43:36.004 -0400,4,1571787815.015823,33.99261415887406,-81.03183503401159,71.34792,1.186738,326.6354175939622,3.198313902090508,4.857501952288175,-9999,437076.639253875,0.4822845458984375,-0.0157623291015625,-0.5091400146484375,1,0.81,5
2019-10-22 19:43:36.045 -0400,5,1571787815.015823,33.99261415887406,-81.03183503401159,71.34792,1.186738,326.6354175939622,3.198313902090508,4.857501952288175,-9999,437076.679234875,0.628509521484375,0.2131500244140625,-0.864501953125,1,0.81,5
2019-10-22 19:43:36.084 -0400,6,1571787815.015823,33.99261415887406,-81.03183503401159,71.34792,1.186738,326.6354175939622,3.198313902090508,4.857501952288175,-9999,437076.719216875,0.7250213623046875,0.2603759765625,-0.9029541015625,1,0.81,5
2019-10-22 19:43:36.124 -0400,7,1571787815.015823,33.99261415887406,-81.03183503401159,71.34792,1.186738,326.6354175939622,3.198313902090508,4.857501952288175,-9999,437076.7591988751,0.806976318359375,0.427581787109375,-0.9742584228515625,1,0.81,5
2019-10-22 19:43:36.164 -0400,8,1571787815.015823,33.99261415887406,-81.03183503401159,71.34792,1.186738,326.6354175939622,3.198313902090508,4.857501952288175,-9999,437076.799180875,0.888702392578125,0.4284820556640625,-0.860595703125,1,0.81,5
2019-10-22 19:43:36.204 -0400,9,1571787815.015823,33.99261415887406,-81.03183503401159,71.34792,1.186738,326.6354175939622,3.198313902090508,4.857501952288175,-9999,437076.839161875,1.353256225585938,0.817413330078125,-1.13238525390625,1,0.81,5
2019-10-22 19:43:36.244 -0400,10,1571787815.015823,33.99261415887406,-81.03183503401159,71.34792,1.186738,326.6354175939622,3.198313902090508,4.857501952288175,-9999,437076.879143875,1.070938110351562,0.897705078125,-0.84674072265625,1,0.81,5
2019-10-22 19:43:36.284 -0400,11,1571787815.015823,33.99261415887406,-81.03183503401159,71.34792,1.186738,326.6354175939622,3.198313902090508,4.857501952288175,-9999,437076.9191258751,0.9755706787109375,1.0584716796875,-0.9402618408203125,1,0.81,5
2019-10-22 19:43:36.325 -0400,12,1571787816.006854,33.99263496409488,-81.03184211314343,71.00194,1.113677,332.5542840926188,3.160822647671384,4.881980870789694,-9999,437076.959107875,0.8197021484375,1.155242919921875,-0.859771728515625,1,0.81,5
2019-10-22 19:43:36.365 -0400,13,1571787816.006854,33.99263496409488,-81.03184211314343,71.00194,1.113677,332.5542840926188,3.160822647671384,4.881980870789694,-9999,437076.999088875,0.8007049560546875,0.746673583984375,-0.5243988037109375,1,0.81,5
2019-10-22 19:43:36.404 -0400,14,1571787816.006854,33.99263496409488,-81.03184211314343,71.00194,1.113677,332.5542840926188,3.160822647671384,4.881980870789694,-9999,437077.039070875,0.7109832763671875,0.6424713134765625,-0.439605712890625,1,0.81,5
