loggingTime(txt),loggingSample(N),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationCourse(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),batteryState,batteryLevel,label
2019-10-23 10:35:32.096 -0400,1,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445377.9500035417,0.1985015869140625,0.116912841796875,-0.6407623291015625,1,0.94,5
2019-10-23 10:35:32.126 -0400,2,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445377.9899885417,0.176727294921875,-0.0413970947265625,-0.4987640380859375,1,0.94,5
2019-10-23 10:35:32.166 -0400,3,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445378.0299735417,0.2261810302734375,0.0515899658203125,-0.4990081787109375,1,0.94,5
2019-10-23 10:35:32.206 -0400,4,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445378.0699575417,0.14642333984375,0.0178375244140625,-0.5487518310546875,1,0.94,5
2019-10-23 10:35:32.246 -0400,5,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445378.1099425417,0.3967437744140625,0.1356201171875,-0.6583251953125,1,0.94,5
2019-10-23 10:35:32.286 -0400,6,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445378.1499275417,0.409454345703125,0.1984100341796875,-0.860107421875,1,0.94,5
2019-10-23 10:35:32.326 -0400,7,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445378.1899115417,0.3614349365234375,0.195404052734375,-1.085418701171875,1,0.94,5
2019-10-23 10:35:32.366 -0400,8,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445378.2298965417,0.53173828125,0.3233489990234375,-1.10821533203125,1,0.94,5
2019-10-23 10:35:32.406 -0400,9,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445378.26988125,0.7834930419921875,0.4442138671875,-1.2109375,1,0.94,5
2019-10-23 10:35:32.446 -0400,10,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445378.30986525,0.7486724853515625,0.486541748046875,-1.095016479492188,1,0.94,5
2019-10-23 10:35:32.486 -0400,11,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445378.34985025,0.625213623046875,0.9987335205078125,-0.9330291748046875,1,0.94,5
2019-10-23 10:35:32.526 -0400,12,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445378.38983525,0.7123260498046875,1.402420043945312,-1.102767944335938,1,0.94,5
2019-10-23 10:35:32.566 -0400,13,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445378.42981925,0.64935302734375,1.027511596679688,-0.7424774169921875,1,0.94,5
2019-10-23 10:35:32.606 -0400,14,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445378.4698042501,0.4338226318359375,0.69720458984375,-0.4731597900390625,1,0.94,5
2019-10-23 10:35:32.651 -0400,15,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445378.50978925,0.2571563720703125,0.5683746337890625,-0.3621063232421875,1,0.94,5
2019-10-23 10:35:32.686 -0400,16,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445378.54977325,0.2021026611328125,0.557830810546875,-0.32354736328125,1,0.94,5
2019-10-23 10:35:32.726 -0400,17,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445378.58975825,0.3426513671875,0.6448516845703125,-0.281524658203125,1,0.94,5
2019-10-23 10:35:32.765 -0400,18,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445378.62974325,0.5545806884765625,0.6303863525390625,-0.213836669921875,1,0.94,5
2019-10-23 10:35:32.806 -0400,19,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445378.66972725,0.9161529541015625,0.5217437744140625,-0.236724853515625,1,0.94,5
2019-10-23 10:35:32.846 -0400,20,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445378.70971225,1.157913208007812,0.38116455078125,-0.2332000732421875,1,0.94,5
2019-10-23 10:35:32.886 -0400,21,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445378.74969725,1.194595336914062,0.312286376953125,-0.185272216796875,1,0.94,5
2019-10-23 10:35:32.926 -0400,22,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445378.7896812501,1.236358642578125,0.4323577880859375,-0.21466064453125,1,0.94,5
2019-10-23 10:35:32.966 -0400,23,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445378.82966625,0.9568634033203125,0.4987945556640625,-0.3068389892578125,1,0.94,5
2019-10-23 10:35:33.008 -0400,24,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445378.86965125,1.064361572265625,0.50897216796875,-0.3712615966796875,1,0.94,5
2019-10-23 10:35:33.046 -0400,25,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445378.90963525,1.3787841796875,0.5052642822265625,-0.2866668701171875,1,0.94,5
2019-10-23 10:35:33.085 -0400,26,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445378.94962025,0.942840576171875,0.4373779296875,-0.299468994140625,1,0.94,5
2019-10-23 10:35:33.128 -0400,27,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445378.98960525,0.556640625,0.339599609375,-0.3869476318359375,1,0.94,5
2019-10-23 10:35:33.165 -0400,28,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445379.0295902501,0.466339111328125,0.3406219482421875,-0.2578887939453125,1,0.94,5
2019-10-23 10:35:33.205 -0400,29,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445379.06957425,0.475433349609375,0.3513946533203125,-0.1812896728515625,1,0.94,5
2019-10-23 10:35:33.245 -0400,30,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445379.10955925,0.6539306640625,0.48291015625,-0.2815704345703125,1,0.94,5
2019-10-23 10:35:33.478 -0400,31,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445379.14954425,0.78631591796875,0.488372802734375,-0.2769317626953125,1,0.94,5
2019-10-23 10:35:33.481 -0400,32,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445379.18952825,0.803497314453125,0.464111328125,-0.2616119384765625,1,0.94,5
2019-10-23 10:35:33.483 -0400,33,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445379.22951325,0.9416046142578125,0.5460968017578125,-0.363128662109375,1,0.94,5
2019-10-23 10:35:33.485 -0400,34,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445379.2694981667,1.049423217773438,0.6129913330078125,-0.3908233642578125,1,0.94,5
2019-10-23 10:35:33.488 -0400,35,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445379.3094821667,1.391189575195312,0.656829833984375,-0.4153594970703125,1,0.94,5
2019-10-23 10:35:33.493 -0400,36,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445379.3494671667,1.010971069335938,0.614654541015625,-0.4402618408203125,1,0.94,5
2019-10-23 10:35:33.526 -0400,37,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445379.3894521667,1.665451049804688,0.654449462890625,-0.3347625732421875,1,0.94,5
2019-10-23 10:35:33.565 -0400,38,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445379.4294361667,1.489883422851562,0.3745269775390625,-0.14947509765625,1,0.94,5
2019-10-23 10:35:33.605 -0400,39,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445379.4694211667,1.004623413085938,0.27044677734375,-0.2671966552734375,1,0.94,5
2019-10-23 10:35:33.646 -0400,40,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445379.5094061667,0.7268829345703125,0.2591094970703125,-0.25927734375,1,0.94,5
2019-10-23 10:35:33.685 -0400,41,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445379.5493901667,0.6019287109375,0.3447265625,-0.15899658203125,1,0.94,5
2019-10-23 10:35:33.732 -0400,42,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445379.5893751667,0.6429290771484375,0.341766357421875,-0.1157073974609375,1,0.94,5
2019-10-23 10:35:33.765 -0400,43,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445379.6293601667,0.690673828125,0.3265380859375,-0.092529296875,1,0.94,5
2019-10-23 10:35:33.805 -0400,44,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445379.6693441667,0.7066650390625,0.27239990234375,-0.1142425537109375,1,0.94,5
2019-10-23 10:35:33.846 -0400,45,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445379.7093291667,0.8106231689453125,0.31170654296875,-0.1787261962890625,1,0.94,5
2019-10-23 10:35:33.885 -0400,46,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445379.7493141667,0.9432373046875,0.3638153076171875,-0.1812591552734375,1,0.94,5
2019-10-23 10:35:33.925 -0400,47,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445379.7892981667,0.87982177734375,0.3199920654296875,-0.229583740234375,1,0.94,5
2019-10-23 10:35:33.965 -0400,48,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445379.8292831667,1.083999633789062,0.5680389404296875,-0.2957305908203125,1,0.94,5
2019-10-23 10:35:34.005 -0400,49,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445379.8692681667,0.97564697265625,0.566680908203125,-0.2865447998046875,1,0.94,5
2019-10-23 10:35:34.067 -0400,50,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445379.9092531667,1.313873291015625,0.704193115234375,-0.36016845703125,1,0.94,5
2019-10-23 10:35:34.085 -0400,51,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445379.9492371667,1.335006713867188,0.6695404052734375,-0.3814544677734375,1,0.94,5
2019-10-23 10:35:34.128 -0400,52,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445379.9892221667,0.73626708984375,0.5043182373046875,-0.1914520263671875,1,0.94,5
2019-10-23 10:35:34.165 -0400,53,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445380.0292071667,0.38861083984375,0.4959716796875,-0.181640625,1,0.94,5
2019-10-23 10:35:34.205 -0400,54,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445380.0691911667,0.4437713623046875,0.6798553466796875,-0.2657318115234375,1,0.94,5
2019-10-23 10:35:34.245 -0400,55,1571841330.260161,33.99892919204518,-81.02415047635226,84.92884,-1,-1,10,65,-9999,445380.1091761667,0.4973602294921875,0.53515625,-0.241668701171875,1,0.94,5
