loggingTime(txt),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),batteryState,batteryLevel
2020-05-16 12:07:46.707 -0400,9316.61076175,0.090667724609375,0.08428955078125,-1.316619873046875,1,0.99
2020-05-16 12:07:46.827 -0400,9316.73048475,0.1224212646484375,0.0887451171875,-0.8463287353515625,1,0.99
2020-05-16 12:07:46.947 -0400,9316.85020375,0.217376708984375,0.044708251953125,-0.4423065185546875,1,0.99
2020-05-16 12:07:47.067 -0400,9316.969918750001,0.5681610107421875,0.2988433837890625,-0.4766998291015625,1,0.99
2020-05-16 12:07:47.186 -0400,9317.089635750001,1.675552368164062,0.5333709716796875,-0.332733154296875,1,0.99
2020-05-16 12:07:47.306 -0400,9317.209349750001,1.145431518554688,0.9160919189453125,-0.4426422119140625,1,0.99
2020-05-16 12:07:47.426 -0400,9317.329061750001,0.729095458984375,0.3525390625,-0.131927490234375,1,0.99
2020-05-16 12:07:47.566 -0400,9317.468725750001,0.3277740478515625,0.4940032958984375,-0.1192626953125,1,0.99
2020-05-16 12:07:47.639 -0400,9317.53855675,0.6403045654296875,0.4481353759765625,-0.2998504638671875,1,0.99
2020-05-16 12:07:47.705 -0400,9317.608389750001,1.310226440429688,0.4611358642578125,-0.3938751220703125,1,0.99
2020-05-16 12:07:47.775 -0400,9317.67822575,1.597793579101562,0.5384063720703125,-0.6443328857421875,1,0.99
2020-05-16 12:07:47.845 -0400,9317.74805975,1.225051879882812,0.2698822021484375,-0.41937255859375,1,0.99
2020-05-16 12:07:47.914 -0400,9317.817892750001,1.190948486328125,0.2259674072265625,-0.1624603271484375,1,0.99
2020-05-16 12:07:47.984 -0400,9317.88772875,0.74603271484375,0.2870941162109375,-0.2481231689453125,1,0.99
2020-05-16 12:07:48.054 -0400,9317.95756275,0.4758148193359375,0.380645751953125,-0.234619140625,1,0.99
2020-05-16 12:07:48.124 -0400,9318.02739775,0.4344482421875,0.323699951171875,-0.095062255859375,1,0.99
2020-05-16 12:07:48.194 -0400,9318.097234750001,0.72900390625,0.2672882080078125,-0.0888671875,1,0.99
2020-05-16 12:07:48.264 -0400,9318.16707075,1.048812866210938,0.337646484375,-0.1807708740234375,1,0.99
2020-05-16 12:07:48.334 -0400,9318.236903750001,1.369369506835938,0.4063568115234375,-0.2041168212890625,1,0.99
2020-05-16 12:07:48.403 -0400,9318.30673475,1.305191040039062,0.532135009765625,-0.56201171875,1,0.99
2020-05-16 12:07:48.473 -0400,9318.376571750001,1.090316772460938,0.32275390625,-0.1757049560546875,1,0.99
2020-05-16 12:07:48.543 -0400,9318.446405750001,0.5685577392578125,0.25506591796875,-0.27789306640625,1,0.99
2020-05-16 12:07:48.613 -0400,9318.516241750001,0.439666748046875,0.4241180419921875,-0.1541748046875,1,0.99
2020-05-16 12:07:48.683 -0400,9318.58607675,0.7378082275390625,0.569305419921875,-0.22552490234375,1,0.99
2020-05-16 12:07:48.752 -0400,9318.655913375,1.158843994140625,0.641998291015625,-0.4910430908203125,1,0.99
2020-05-16 12:07:48.822 -0400,9318.725746375001,1.731948852539062,0.56024169921875,-0.480133056640625,1,0.99
2020-05-16 12:07:48.892 -0400,9318.795579375001,1.216049194335938,0.4312896728515625,-0.33203125,1,0.99
2020-05-16 12:07:48.962 -0400,9318.865407375,1.132766723632812,0.4228515625,-0.2249908447265625,1,0.99
2020-05-16 12:07:49.032 -0400,9318.935236375,0.839111328125,0.3751678466796875,-0.18731689453125,1,0.99
2020-05-16 12:07:49.102 -0400,9319.005069375,0.535400390625,0.31707763671875,-0.11749267578125,1,0.99
2020-05-16 12:07:49.172 -0400,9319.074896375001,0.6181793212890625,0.35986328125,-0.065338134765625,1,0.99
2020-05-16 12:07:49.241 -0400,9319.144723375,1.201492309570312,0.3146209716796875,-0.04437255859375,1,0.99
2020-05-16 12:07:49.312 -0400,9319.214553375001,1.197479248046875,0.2202606201171875,-0.0069580078125,1,0.99
2020-05-16 12:07:49.381 -0400,9319.284384375,1.12762451171875,0.4241790771484375,-0.1907196044921875,1,0.99
2020-05-16 12:07:49.451 -0400,9319.354218375001,0.917510986328125,0.4933319091796875,-0.36090087890625,1,0.99
2020-05-16 12:07:49.521 -0400,9319.424054375,1.081985473632812,0.3443450927734375,-0.274139404296875,1,0.99
2020-05-16 12:07:49.590 -0400,9319.493889375,0.700592041015625,0.2640380859375,-0.3737335205078125,1,0.99
2020-05-16 12:07:49.660 -0400,9319.563721375,0.482147216796875,0.3595123291015625,-0.2872467041015625,1,0.99
