loggingTime(txt),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationCourse(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),batteryState,batteryLevel
2020-05-19 15:38:24.846 -0400,1589917104.520935,41.35195749712661,-71.8450353834975,17.15293,0.09507293,121.677566261777,14.71264096955088,15.42077265631712,-9999,7999.728961791667,-0.43341064453125,-0.8440093994140625,-0.2899017333984375,1,0.89
2020-05-19 15:38:24.883 -0400,1589917104.520935,41.35195749712661,-71.8450353834975,17.15293,0.09507293,121.677566261777,14.71264096955088,15.42077265631712,-9999,7999.778853791667,-0.4346771240234375,-0.8737335205078125,-0.282989501953125,1,0.89
2020-05-19 15:38:24.933 -0400,1589917104.520935,41.35195749712661,-71.8450353834975,17.15293,0.09507293,121.677566261777,14.71264096955088,15.42077265631712,-9999,7999.828746791667,-0.436279296875,-0.85943603515625,-0.2944488525390625,1,0.89
2020-05-19 15:38:24.983 -0400,1589917104.520935,41.35195749712661,-71.8450353834975,17.15293,0.09507293,121.677566261777,14.71264096955088,15.42077265631712,-9999,7999.878637791667,-0.4368896484375,-0.821319580078125,-0.3075103759765625,1,0.89
2020-05-19 15:38:25.033 -0400,1589917104.520935,41.35195749712661,-71.8450353834975,17.15293,0.09507293,121.677566261777,14.71264096955088,15.42077265631712,-9999,7999.928530791667,-0.441192626953125,-0.8453826904296875,-0.293304443359375,1,0.89
2020-05-19 15:38:25.083 -0400,1589917104.520935,41.35195749712661,-71.8450353834975,17.15293,0.09507293,121.677566261777,14.71264096955088,15.42077265631712,-9999,7999.978424791667,-0.4152984619140625,-0.7919158935546875,-0.246734619140625,1,0.89
2020-05-19 15:38:25.133 -0400,1589917104.520935,41.35195749712661,-71.8450353834975,17.15293,0.09507293,121.677566261777,14.71264096955088,15.42077265631712,-9999,8000.028317791667,-0.4223785400390625,-0.805511474609375,-0.3172760009765625,1,0.89
2020-05-19 15:38:25.183 -0400,1589917104.520935,41.35195749712661,-71.8450353834975,17.15293,0.09507293,121.677566261777,14.71264096955088,15.42077265631712,-9999,8000.078209791667,-0.4477386474609375,-0.8011932373046875,-0.2657012939453125,1,0.89
2020-05-19 15:38:25.233 -0400,1589917104.520935,41.35195749712661,-71.8450353834975,17.15293,0.09507293,121.677566261777,14.71264096955088,15.42077265631712,-9999,8000.128101791667,-0.5042724609375,-0.8360443115234375,-0.2665252685546875,1,0.89
2020-05-19 15:38:25.283 -0400,1589917104.520935,41.35195749712661,-71.8450353834975,17.15293,0.09507293,121.677566261777,14.71264096955088,15.42077265631712,-9999,8000.177994791668,-0.467926025390625,-0.787200927734375,-0.2770233154296875,1,0.89
2020-05-19 15:38:25.332 -0400,1589917104.520935,41.35195749712661,-71.8450353834975,17.15293,0.09507293,121.677566261777,14.71264096955088,15.42077265631712,-9999,8000.227887791667,-0.499969482421875,-0.6940460205078125,-0.2834625244140625,1,0.89
2020-05-19 15:38:25.382 -0400,1589917104.520935,41.35195749712661,-71.8450353834975,17.15293,0.09507293,121.677566261777,14.71264096955088,15.42077265631712,-9999,8000.277779791667,-0.5135650634765625,-0.6978302001953125,-0.23834228515625,1,0.89
2020-05-19 15:38:25.432 -0400,1589917104.520935,41.35195749712661,-71.8450353834975,17.15293,0.09507293,121.677566261777,14.71264096955088,15.42077265631712,-9999,8000.327668791667,-0.7238616943359375,-0.3918609619140625,-0.331787109375,1,0.89
2020-05-19 15:38:25.483 -0400,1589917104.520935,41.35195749712661,-71.8450353834975,17.15293,0.09507293,121.677566261777,14.71264096955088,15.42077265631712,-9999,8000.377560791667,-0.9989013671875,-0.13275146484375,-0.69940185546875,1,0.89
2020-05-19 15:38:25.532 -0400,1589917104.520935,41.35195749712661,-71.8450353834975,17.15293,0.09507293,121.677566261777,14.71264096955088,15.42077265631712,-9999,8000.427451791667,-0.8203582763671875,0.304443359375,-0.81402587890625,1,0.89
2020-05-19 15:38:25.582 -0400,1589917104.520935,41.35195749712661,-71.8450353834975,17.15293,0.09507293,121.677566261777,14.71264096955088,15.42077265631712,-9999,8000.477343791667,-0.719879150390625,0.2960357666015625,-0.4001617431640625,1,0.89
2020-05-19 15:38:25.632 -0400,1589917104.520935,41.35195749712661,-71.8450353834975,17.15293,0.09507293,121.677566261777,14.71264096955088,15.42077265631712,-9999,8000.527233791667,-0.7418975830078125,0.5678863525390625,-0.499267578125,1,0.89
2020-05-19 15:38:25.682 -0400,1589917104.520935,41.35195749712661,-71.8450353834975,17.15293,0.09507293,121.677566261777,14.71264096955088,15.42077265631712,-9999,8000.577123791667,-0.59320068359375,0.516265869140625,-0.4865875244140625,1,0.89
2020-05-19 15:38:25.732 -0400,1589917104.520935,41.35195749712661,-71.8450353834975,17.15293,0.09507293,121.677566261777,14.71264096955088,15.42077265631712,-9999,8000.627013875001,-0.6089324951171875,0.6508941650390625,-0.3423614501953125,1,0.89
2020-05-19 15:38:25.782 -0400,1589917104.520935,41.35195749712661,-71.8450353834975,17.15293,0.09507293,121.677566261777,14.71264096955088,15.42077265631712,-9999,8000.676905875001,-0.6910247802734375,0.79913330078125,-0.47637939453125,1,0.89
2020-05-19 15:38:25.831 -0400,1589917105.470951,41.35196108959979,-71.84503292840272,17.12337,0.2927908,311.603075076803,14.56669941725616,14.38407325341457,-9999,8000.726795875001,-0.6815185546875,0.9125823974609375,-0.5773773193359375,1,0.89
2020-05-19 15:38:25.881 -0400,1589917105.470951,41.35196108959979,-71.84503292840272,17.12337,0.2927908,311.603075076803,14.56669941725616,14.38407325341457,-9999,8000.776681875001,-0.604888916015625,0.9269256591796875,-0.4964447021484375,1,0.89
2020-05-19 15:38:25.934 -0400,1589917105.470951,41.35196108959979,-71.84503292840272,17.12337,0.2927908,311.603075076803,14.56669941725616,14.38407325341457,-9999,8000.826571875001,-0.5884246826171875,0.7739715576171875,-0.593841552734375,1,0.89
2020-05-19 15:38:25.981 -0400,1589917105.470951,41.35196108959979,-71.84503292840272,17.12337,0.2927908,311.603075076803,14.56669941725616,14.38407325341457,-9999,8000.876461875,-0.6782684326171875,0.523956298828125,-0.5160064697265625,1,0.89
2020-05-19 15:38:26.031 -0400,1589917105.470951,41.35196108959979,-71.84503292840272,17.12337,0.2927908,311.603075076803,14.56669941725616,14.38407325341457,-9999,8000.926352875001,-0.6148529052734375,0.3170623779296875,-0.0701751708984375,1,0.89
2020-05-19 15:38:26.081 -0400,1589917105.470951,41.35196108959979,-71.84503292840272,17.12337,0.2927908,311.603075076803,14.56669941725616,14.38407325341457,-9999,8000.976242875001,-0.7255859375,0.52618408203125,-0.367431640625,1,0.89
2020-05-19 15:38:26.131 -0400,1589917105.470951,41.35196108959979,-71.84503292840272,17.12337,0.2927908,311.603075076803,14.56669941725616,14.38407325341457,-9999,8001.026131875001,-0.652435302734375,1.110504150390625,-0.7126922607421875,1,0.89
2020-05-19 15:38:26.180 -0400,1589917105.470951,41.35196108959979,-71.84503292840272,17.12337,0.2927908,311.603075076803,14.56669941725616,14.38407325341457,-9999,8001.076020875001,-0.7130584716796875,0.595916748046875,-0.381317138671875,1,0.89
2020-05-19 15:38:26.230 -0400,1589917105.470951,41.35196108959979,-71.84503292840272,17.12337,0.2927908,311.603075076803,14.56669941725616,14.38407325341457,-9999,8001.125914875,-0.7229461669921875,0.70477294921875,-0.3909759521484375,1,0.89
2020-05-19 15:38:26.280 -0400,1589917105.470951,41.35196108959979,-71.84503292840272,17.12337,0.2927908,311.603075076803,14.56669941725616,14.38407325341457,-9999,8001.175808875,-0.7931060791015625,0.350341796875,-0.3231048583984375,1,0.89
2020-05-19 15:38:26.330 -0400,1589917105.470951,41.35196108959979,-71.84503292840272,17.12337,0.2927908,311.603075076803,14.56669941725616,14.38407325341457,-9999,8001.225700875,-0.74237060546875,0.5471649169921875,-0.3113861083984375,1,0.89
2020-05-19 15:38:26.380 -0400,1589917105.470951,41.35196108959979,-71.84503292840272,17.12337,0.2927908,311.603075076803,14.56669941725616,14.38407325341457,-9999,8001.275591875001,-0.7794647216796875,0.3734588623046875,-0.3037261962890625,1,0.89
2020-05-19 15:38:26.430 -0400,1589917105.470951,41.35196108959979,-71.84503292840272,17.12337,0.2927908,311.603075076803,14.56669941725616,14.38407325341457,-9999,8001.325483875001,-0.739349365234375,0.4776153564453125,-0.506591796875,1,0.89
2020-05-19 15:38:26.483 -0400,1589917105.470951,41.35196108959979,-71.84503292840272,17.12337,0.2927908,311.603075076803,14.56669941725616,14.38407325341457,-9999,8001.375375875001,-0.76751708984375,0.38287353515625,-0.4984130859375,1,0.89
2020-05-19 15:38:26.530 -0400,1589917105.470951,41.35196108959979,-71.84503292840272,17.12337,0.2927908,311.603075076803,14.56669941725616,14.38407325341457,-9999,8001.425267875001,-0.814483642578125,0.290008544921875,-0.3925933837890625,1,0.89
2020-05-19 15:38:26.580 -0400,1589917105.470951,41.35196108959979,-71.84503292840272,17.12337,0.2927908,311.603075076803,14.56669941725616,14.38407325341457,-9999,8001.475159875001,-0.763427734375,0.327392578125,-0.4773101806640625,1,0.89
2020-05-19 15:38:26.630 -0400,1589917105.470951,41.35196108959979,-71.84503292840272,17.12337,0.2927908,311.603075076803,14.56669941725616,14.38407325341457,-9999,8001.525052875,-0.8111419677734375,0.3460845947265625,-0.404632568359375,1,0.89
2020-05-19 15:38:26.680 -0400,1589917106.42099,41.35197222968758,-71.84503812444427,17.07817,0.1513229,345.5538623125176,12.99274472078305,12.64171281737889,-9999,8001.574949875,-0.7412109375,0.2754364013671875,-0.50372314453125,1,0.89
2020-05-19 15:38:26.729 -0400,1589917106.42099,41.35197222968758,-71.84503812444427,17.07817,0.1513229,345.5538623125176,12.99274472078305,12.64171281737889,-9999,8001.624845125,-0.8162994384765625,0.3421630859375,-0.4337158203125,1,0.89
2020-05-19 15:38:26.779 -0400,1589917106.42099,41.35197222968758,-71.84503812444427,17.07817,0.1513229,345.5538623125176,12.99274472078305,12.64171281737889,-9999,8001.674739125,-0.763580322265625,0.4402923583984375,-0.5780029296875,1,0.89
2020-05-19 15:38:26.829 -0400,1589917106.42099,41.35197222968758,-71.84503812444427,17.07817,0.1513229,345.5538623125176,12.99274472078305,12.64171281737889,-9999,8001.724636125001,-0.812225341796875,0.2852325439453125,-0.527069091796875,1,0.89
2020-05-19 15:38:26.879 -0400,1589917106.42099,41.35197222968758,-71.84503812444427,17.07817,0.1513229,345.5538623125176,12.99274472078305,12.64171281737889,-9999,8001.774534125,-0.774322509765625,0.3251190185546875,-0.5234832763671875,1,0.89
2020-05-19 15:38:26.929 -0400,1589917106.42099,41.35197222968758,-71.84503812444427,17.07817,0.1513229,345.5538623125176,12.99274472078305,12.64171281737889,-9999,8001.824429125,-0.76824951171875,0.25433349609375,-0.5415496826171875,1,0.89
2020-05-19 15:38:26.979 -0400,1589917106.42099,41.35197222968758,-71.84503812444427,17.07817,0.1513229,345.5538623125176,12.99274472078305,12.64171281737889,-9999,8001.874320125001,-0.7708892822265625,0.3210601806640625,-0.57208251953125,1,0.89
2020-05-19 15:38:27.029 -0400,1589917106.42099,41.35197222968758,-71.84503812444427,17.07817,0.1513229,345.5538623125176,12.99274472078305,12.64171281737889,-9999,8001.924213125,-0.7507781982421875,0.302093505859375,-0.5242919921875,1,0.89
2020-05-19 15:38:27.079 -0400,1589917106.42099,41.35197222968758,-71.84503812444427,17.07817,0.1513229,345.5538623125176,12.99274472078305,12.64171281737889,-9999,8001.974102125,-0.7946319580078125,0.2443695068359375,-0.57110595703125,1,0.89
2020-05-19 15:38:27.129 -0400,1589917106.42099,41.35197222968758,-71.84503812444427,17.07817,0.1513229,345.5538623125176,12.99274472078305,12.64171281737889,-9999,8002.023993125001,-0.743621826171875,0.3095550537109375,-0.611358642578125,1,0.89
2020-05-19 15:38:27.178 -0400,1589917106.42099,41.35197222968758,-71.84503812444427,17.07817,0.1513229,345.5538623125176,12.99274472078305,12.64171281737889,-9999,8002.073884125,-0.7711029052734375,0.23846435546875,-0.5653839111328125,1,0.89
2020-05-19 15:38:27.228 -0400,1589917106.42099,41.35197222968758,-71.84503812444427,17.07817,0.1513229,345.5538623125176,12.99274472078305,12.64171281737889,-9999,8002.123774125001,-0.769073486328125,0.3222198486328125,-0.564361572265625,1,0.89
2020-05-19 15:38:27.278 -0400,1589917106.42099,41.35197222968758,-71.84503812444427,17.07817,0.1513229,345.5538623125176,12.99274472078305,12.64171281737889,-9999,8002.173663125001,-0.7378692626953125,0.269378662109375,-0.5831298828125,1,0.89
2020-05-19 15:38:27.328 -0400,1589917106.42099,41.35197222968758,-71.84503812444427,17.07817,0.1513229,345.5538623125176,12.99274472078305,12.64171281737889,-9999,8002.223551125,-0.754302978515625,0.243927001953125,-0.6930389404296875,1,0.89
2020-05-19 15:38:27.378 -0400,1589917106.42099,41.35197222968758,-71.84503812444427,17.07817,0.1513229,345.5538623125176,12.99274472078305,12.64171281737889,-9999,8002.273440125001,-0.726165771484375,0.251007080078125,-0.6956939697265625,1,0.89
2020-05-19 15:38:27.428 -0400,1589917106.42099,41.35197222968758,-71.84503812444427,17.07817,0.1513229,345.5538623125176,12.99274472078305,12.64171281737889,-9999,8002.323332125001,-0.754669189453125,0.29364013671875,-0.6128082275390625,1,0.89
2020-05-19 15:38:27.478 -0400,1589917106.42099,41.35197222968758,-71.84503812444427,17.07817,0.1513229,345.5538623125176,12.99274472078305,12.64171281737889,-9999,8002.373226125001,-0.786285400390625,0.2949066162109375,-0.610748291015625,1,0.89
2020-05-19 15:38:27.528 -0400,1589917106.42099,41.35197222968758,-71.84503812444427,17.07817,0.1513229,345.5538623125176,12.99274472078305,12.64171281737889,-9999,8002.423118125001,-0.7422027587890625,0.125152587890625,-0.573455810546875,1,0.89
